CD_CARGO,DS_CARGO_x,SQ_CANDIDATO,NR_IDADE_DATA_POSSE_x,CD_GENERO,DS_GENERO_x,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO_x,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL_x,CD_COR_RACA,DS_COR_RACA_x,CD_OCUPACAO,DS_OCUPACAO_x,ST_REELEICAO_x,VR_BEM_CANDIDATO_x,QT_VOTOS_NOMINAIS_x,NM_URNA_CANDIDATO,DS_SIT_TOT_TURNO
7,DEPUTADO ESTADUAL,240001610063,51.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,15000.0,192,JULIANO BUENO,SUPLENTE
6,DEPUTADO FEDERAL,230001693303,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),2,PRETA,233,POLICIAL MILITAR,N,19200.0,161,SARGENTO BENEDITO,NAO ELEITO
7,DEPUTADO ESTADUAL,160001603343,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,403,CORRETOR DE IMOVEIS. SEGUROS. TITULOS E VALORES,N,985000.0,9053,TEIXEIRINHA,SUPLENTE
7,DEPUTADO ESTADUAL,180001610947,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,131,ADVOGADO,N,1315412.17,1110,TADEU MAIA,SUPLENTE
7,DEPUTADO ESTADUAL,270001643532,40.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,277,DEPUTADO,S,1169655.18,17995,VANDA MONTEIRO,ELEITO POR MEDIA
7,DEPUTADO ESTADUAL,190001612196,58.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,295,MEMBRO DAS FORCAS ARMADAS,N,960000.0,1277,MOISÉS QUEIROZ,SUPLENTE
7,DEPUTADO ESTADUAL,210001596187,33.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,131,ADVOGADO,N,131670.52,11730,ROSSANO FARIAS,SUPLENTE
7,DEPUTADO ESTADUAL,240001610061,48.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,931,ESTUDANTE. BOLSISTA. ESTAGIARIO E ASSEMELHADOS,N,160000.0,111,JOANI MOÇAMBIQUE,SUPLENTE
7,DEPUTADO ESTADUAL,130001645085,42.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,250000.0,700,RAFAEL GUERRA,NAO ELEITO
6,DEPUTADO FEDERAL,120001621509,62.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,496049.0,1049,ARILSON ARANDA,NAO ELEITO
7,DEPUTADO ESTADUAL,200001666997,37.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,169,COMERCIANTE,N,83806.9,39,JORGE GARABANDAL,NAO ELEITO
7,DEPUTADO ESTADUAL,170001608961,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,278,VEREADOR,N,230000.0,6420,PROF. GILMAR SANTOS,SUPLENTE
6,DEPUTADO FEDERAL,240001604516,44.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESARIO,N,30420.25,27017,MARCIO DEDÉ,SUPLENTE
7,DEPUTADO ESTADUAL,50001606397,65.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),2,PRETA,266,PROFESSOR DE ENSINO MEDIO,S,520052.14,32019,BIRA COROA,SUPLENTE
7,DEPUTADO ESTADUAL,170001613440,48.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,394,AUXILIAR DE ESCRITORIO E ASSEMELHADOS,N,204306.1,2013,SIMONE PAZ,NAO ELEITO
6,DEPUTADO FEDERAL,200001603380,59.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,113,ENFERMEIRO,N,91914.83,2260,SAÚDE PAIVA,NAO ELEITO
7,DEPUTADO ESTADUAL,220001600361,44.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,297,SERVIDOR PUBLICO ESTADUAL,N,12000.0,579,SORRISO,SUPLENTE
7,DEPUTADO ESTADUAL,250001721336,49.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,1653197.6,939,ELIZEU VARELA,NAO ELEITO
7,DEPUTADO ESTADUAL,110001724783,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,131,ADVOGADO,N,467000.0,156,DR. JOSUE NASCIMENTO,SUPLENTE
7,DEPUTADO ESTADUAL,250001643831,70.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,125,ADMINISTRADOR,N,206572.7,171,ENID KREBSKY,SUPLENTE
6,DEPUTADO FEDERAL,270001613200,49.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),2,PRETA,604,PESCADOR,N,250000.0,129,FUMACINHA,NAO ELEITO
7,DEPUTADO ESTADUAL,40001643450,53.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,113000.0,185,PASTOR SERGIO ALMEIDA,NAO ELEITO
7,DEPUTADO ESTADUAL,160001623126,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,101,ENGENHEIRO,S,1092437.41,126006,MARCIO NUNES,ELEITO POR QP
6,DEPUTADO FEDERAL,170001609639,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,809344.47,313,DOUTOR DIOGENES,NAO ELEITO
7,DEPUTADO ESTADUAL,80001604490,49.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,101,ENGENHEIRO,N,65000.0,323,ANA FLÁVIA AZEREDO,SUPLENTE
6,DEPUTADO FEDERAL,260001713930,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,265,PROFESSOR DE ENSINO FUNDAMENTAL,N,320027.8,532,HAMILTON DA NOZESTOUR,NAO ELEITO
7,DEPUTADO ESTADUAL,170001619710,41.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,278,VEREADOR,N,823390.0,46461,RENATO ANTUNES,ELEITO POR QP
7,DEPUTADO ESTADUAL,130001613310,58.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,278,VEREADOR,N,38434.29,6341,JOSAFÁ,SUPLENTE
7,DEPUTADO ESTADUAL,90001651119,45.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),3,PARDA,233,POLICIAL MILITAR,N,200000.0,258,SARGENTO WOALIA,SUPLENTE
7,DEPUTADO ESTADUAL,250001610139,49.0,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,SOLTEIRO(A),3,PARDA,581,DONA DE CASA,N,34.14,1183,ALESSANDRA LOBINHA,SUPLENTE
6,DEPUTADO FEDERAL,250001613949,52.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,30585.0,1128,ELIVALDO NOGUEIRA,NAO ELEITO
7,DEPUTADO ESTADUAL,50001610386,70.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,5,VIUVO(A),1,BRANCA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,300000.0,150,ROMILSON MORAIS,SUPLENTE
7,DEPUTADO ESTADUAL,130001607377,46.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,298,SERVIDOR PUBLICO MUNICIPAL,N,71099.0,3001,SÂMIA DO AMIGO LIVRO,SUPLENTE
7,DEPUTADO ESTADUAL,170001608985,50.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,142,PROFESSOR DE ENSINO SUPERIOR,N,612715.7,4503,PROFESSOR ZÉ LUÍS,SUPLENTE
7,DEPUTADO ESTADUAL,160001723223,55.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,537,MOTORISTA PARTICULAR,N,5000.0,284,ERNANDO DE PAULA,NAO ELEITO
8,DEPUTADO DISTRITAL,70001596082,48.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,807000.0,2684,WALDIR CORDEIRO,SUPLENTE
6,DEPUTADO FEDERAL,90001651354,32.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,N,770406.57,51597,RAFAEL GOUVEIA,SUPLENTE
6,DEPUTADO FEDERAL,250001604946,67.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,1010517.86,3793,EMERSON KAPAZ,SUPLENTE
6,DEPUTADO FEDERAL,250001604986,41.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,1018216.0,1217,DR MARCELO BARRICHELLO,SUPLENTE
6,DEPUTADO FEDERAL,130001613352,40.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,237,REPRESENTANTE COMERCIAL,N,29473.72,10713,LEANDRO NEVES,SUPLENTE
6,DEPUTADO FEDERAL,190001605592,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,295,MEMBRO DAS FORCAS ARMADAS,N,301359.0,10713,LEANDRO NEVES,NAO ELEITO
7,DEPUTADO ESTADUAL,10001643856,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,124,CONTADOR,N,17000.0,565,PAULO MACIEL,NAO ELEITO
7,DEPUTADO ESTADUAL,170001609298,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,1303.47,565,PAULO MACIEL,SUPLENTE
8,DEPUTADO DISTRITAL,70001649948,34.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,1420000.0,1096,DIEGO TELES,NAO ELEITO
6,DEPUTADO FEDERAL,190001603396,48.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,277,DEPUTADO,S,178000.0,32073,JONES MOURA,SUPLENTE
7,DEPUTADO ESTADUAL,200001608776,50.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,SOLTEIRO(A),2,PRETA,531,MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,98000.0,321,DAMIÃO,NAO ELEITO
7,DEPUTADO ESTADUAL,50001728528,42.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,169,COMERCIANTE,N,17057.0,321,DAMIÃO,NAO ELEITO
6,DEPUTADO FEDERAL,190001609665,52.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,1242721.49,410,MONICA D SÁ,SUPLENTE
6,DEPUTADO FEDERAL,50001600792,37.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,154468.1,167,IRMÃO LOURENILSON,NAO ELEITO
7,DEPUTADO ESTADUAL,170001723368,52.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,537,MOTORISTA PARTICULAR,N,93000.0,253,EDSON DO UBER BOI BOM,NAO ELEITO
8,DEPUTADO DISTRITAL,70001650797,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,257,EMPRESARIO,N,220000.0,593,CORONEL SANTANA,SUPLENTE
7,DEPUTADO ESTADUAL,90001605415,51.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,922,SERVIDOR PUBLICO CIVIL APOSENTADO,N,730606.59,9273,FELIZBERTO TAVARES,SUPLENTE
6,DEPUTADO FEDERAL,70001636640,51.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,131,ADVOGADO,N,420686.12,611,LARISSA SCHMIDT,NAO ELEITO
6,DEPUTADO FEDERAL,250001611274,51.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,961291.99,75082,DENIS ANDIA,SUPLENTE
7,DEPUTADO ESTADUAL,220001635673,50.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,703500.0,249897,JULIO CESAR,NAO ELEITO
6,DEPUTADO FEDERAL,180001602553,74.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,2183176.83,249897,JULIO CÉSAR,ELEITO POR QP
7,DEPUTADO ESTADUAL,50001610378,39.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),2,PRETA,257,EMPRESARIO,N,438900.0,249897,JÚLIO CÉSAR,SUPLENTE
7,DEPUTADO ESTADUAL,250001610183,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,142,PROFESSOR DE ENSINO SUPERIOR,N,2090000.0,249897,JULIO CESAR,SUPLENTE
7,DEPUTADO ESTADUAL,140001601816,34.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,653850.0,249897,JULIO CESAR,SUPLENTE
7,DEPUTADO ESTADUAL,130001619021,39.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,169,COMERCIANTE,N,3500.0,12360,CAROL FIGUEIREDO,SUPLENTE
6,DEPUTADO FEDERAL,140001651734,48.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,168,ATLETA PROFISSIONAL E TECNICO EM DESPORTOS,N,770000.0,8373,ZÉ AUGUSTO,NAO ELEITO
6,DEPUTADO FEDERAL,160001716219,60.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESARIO,N,20000.0,8373,ZÉ AUGUSTO,NAO ELEITO
6,DEPUTADO FEDERAL,220001596861,57.0,2,MASCULINO,5,ENSINO MEDIO INCOMPLETO,3,CASADO(A),1,BRANCA,601,AGRICULTOR,N,654528.71,13406,PADOVANI DA AGRICULTURA,NAO ELEITO
7,DEPUTADO ESTADUAL,130001605796,41.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,257,EMPRESARIO,N,149000.0,994,EDMAR FUSCA,SUPLENTE
6,DEPUTADO FEDERAL,210001620035,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESARIO,N,1488841.4,3139,MARCELO BUZ,SUPLENTE
7,DEPUTADO ESTADUAL,180001604045,62.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,101,ENGENHEIRO,S,3415444.18,50421,WILSON BRANDÃO,ELEITO POR QP
7,DEPUTADO ESTADUAL,190001601362,74.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,104000.0,13814,ZÉ ANTÔNIO,SUPLENTE
6,DEPUTADO FEDERAL,90001651350,33.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,103,AGRONOMO,N,31535.83,13814,ZÉ ANTONIO,SUPLENTE
6,DEPUTADO FEDERAL,100001718927,57.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,999,OUTROS,N,400000.0,13814,ZÉ ANTONIO,NAO ELEITO
7,DEPUTADO ESTADUAL,190001636606,37.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,233,POLICIAL MILITAR,N,126387.54,343,CABO TULLYUS,SUPLENTE
7,DEPUTADO ESTADUAL,240001610050,37.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,292,AGENTE ADMINISTRATIVO,N,117587.38,273,ANDRE FERNANDO SCHNEIDER,SUPLENTE
7,DEPUTADO ESTADUAL,250001597771,49.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,1905000.0,3450,CAROL ZANIRATO,SUPLENTE
6,DEPUTADO FEDERAL,210001597002,47.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESARIO,N,1500000.0,5463,GILVANI O GRINGO,SUPLENTE
7,DEPUTADO ESTADUAL,130001603706,37.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,131,ADVOGADO,N,815857.73,28452,CAROL CARAM,SUPLENTE
3,GOVERNADOR,260001612779,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,125,ADMINISTRADOR,N,1248575.87,294936,FÁBIO,2º TURNO
3,GOVERNADOR,260001612779,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,125,ADMINISTRADOR,N,1248575.87,294936,FÁBIO,2º TURNO
6,DEPUTADO FEDERAL,90001648115,41.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,131,ADVOGADO,N,220000.0,2044,KELLY,SUPLENTE
6,DEPUTADO FEDERAL,190001596802,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,277,DEPUTADO,S,2131695.24,69088,LUIZ LIMA,ELEITO POR QP
7,DEPUTADO ESTADUAL,250001604994,46.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,296,SERVIDOR PUBLICO FEDERAL,N,597720.0,652,POLICIAL FEDERAL ALINE NOVAIS,SUPLENTE
7,DEPUTADO ESTADUAL,230001602247,43.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,297,SERVIDOR PUBLICO ESTADUAL,N,165000.0,494,SHIROMIR EDA,SUPLENTE
8,DEPUTADO DISTRITAL,70001650222,49.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,921,MILITAR REFORMADO,N,330000.0,52025,MARCELO AGUIAR,SUPLENTE
7,DEPUTADO ESTADUAL,130001598593,43.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,101,ENGENHEIRO,N,2850000.0,52025,MARCELO AGUIAR,SUPLENTE
7,DEPUTADO ESTADUAL,250001643804,49.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,163,CANTOR E COMPOSITOR,N,199587.0,52025,MARCELO AGUIAR,SUPLENTE
7,DEPUTADO ESTADUAL,260001646670,42.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,999,OUTROS,N,200000.0,243,ZELINHA SILVA,NAO ELEITO
7,DEPUTADO ESTADUAL,50001609430,53.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,293,SERVENTUARIO DE JUSTICA,N,195400.0,1720,JONATAN SILVA,SUPLENTE
6,DEPUTADO FEDERAL,70001735616,44.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),4,AMARELA,124,CONTADOR,N,130000.0,153,BETHANIA KELLY,NAO ELEITO
7,DEPUTADO ESTADUAL,100001608125,50.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,2979123.29,12351,SERGIO ALBUQUERQUE,SUPLENTE
7,DEPUTADO ESTADUAL,230001604251,40.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,125,ADMINISTRADOR,N,10000.0,178,ALDILENE SERRA,SUPLENTE
7,DEPUTADO ESTADUAL,210001601914,69.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,403,CORRETOR DE IMOVEIS. SEGUROS. TITULOS E VALORES,N,963219.53,4657,ZEZO,SUPLENTE
6,DEPUTADO FEDERAL,250001597701,40.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,257,EMPRESARIO,N,192000.79,2368,PAULO PROIETI,SUPLENTE
7,DEPUTADO ESTADUAL,220001609487,71.0,2,MASCULINO,5,ENSINO MEDIO INCOMPLETO,5,VIUVO(A),1,BRANCA,257,EMPRESARIO,N,47000.0,52,CURIÓ,SUPLENTE
7,DEPUTADO ESTADUAL,50001614668,54.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,999,OUTROS,N,0.32,38,INDIA JUNTO DO POVO,SUPLENTE
7,DEPUTADO ESTADUAL,120001614723,52.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,2100000.0,669,IRENE TOZZI,SUPLENTE
7,DEPUTADO ESTADUAL,150001620820,50.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),2,PRETA,581,DONA DE CASA,N,171000.0,171,NICE DAMÁZIO,SUPLENTE
7,DEPUTADO ESTADUAL,210001621322,58.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,102,ARQUITETO,N,250153.54,4679,ARQUITETO FÁBIO LEAL,SUPLENTE
7,DEPUTADO ESTADUAL,220001647598,36.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,184,ENGRAXATE,N,20000.0,270,JUNIOR ENGRAXATE,NAO ELEITO
7,DEPUTADO ESTADUAL,60001713049,54.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,CASADO(A),3,PARDA,531,MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,275000.0,320,VALMIR OLIVEIRA,NAO ELEITO
6,DEPUTADO FEDERAL,70001611403,60.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),2,PRETA,922,SERVIDOR PUBLICO CIVIL APOSENTADO,N,2054.76,591,ELIED DA CABS,NAO ELEITO
7,DEPUTADO ESTADUAL,170001619698,65.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,4271650.16,2813,DR. EDUARDO MIRANDA,SUPLENTE
7,DEPUTADO ESTADUAL,190001716395,49.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,532,MOTORISTA DE VEICULOS DE TRANSPORTE DE CARGA,N,236576.16,229,MAGUINHO DEBOSSAN,SUPLENTE
6,DEPUTADO FEDERAL,210001596112,58.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,42210.0,588,ROSI DA SAÚDE,SUPLENTE
6,DEPUTADO FEDERAL,50001615788,55.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,77370.0,270,GEAN,NAO ELEITO
6,DEPUTADO FEDERAL,200001695816,71.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,393000.0,126,VALQUE RADIALISTA,NAO ELEITO
3,GOVERNADOR,20001697076,73.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,276,SENADOR,N,6208817.09,223585,COLLOR,NAO ELEITO
7,DEPUTADO ESTADUAL,110001612939,59.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,101,ENGENHEIRO,S,736128.34,36919,ENG. SEBASTIÃO MACHADO REZENDE,ELEITO POR QP
7,DEPUTADO ESTADUAL,160001716121,57.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,171,JORNALISTA E REDATOR,N,391864.76,8664,JORNALISTA MIRA GRAÇANO,SUPLENTE
7,DEPUTADO ESTADUAL,200001606008,48.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,131,ADVOGADO,N,22556.9,380,DRA. KARINA PEREIRA,SUPLENTE
6,DEPUTADO FEDERAL,40001609381,61.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,581,DONA DE CASA,N,97700.0,2366,PRA RAIMUNDA DA QUADRANGULAR,SUPLENTE
8,DEPUTADO DISTRITAL,70001616722,46.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,233,POLICIAL MILITAR,N,30000.0,5944,MAJOR MICHELLO,SUPLENTE
6,DEPUTADO FEDERAL,250001604819,52.0,4,FEMININO,8,SUPERIOR COMPLETO,5,VIUVO(A),3,PARDA,257,EMPRESARIO,N,226980.02,264,MARCIA BUENO,NAO ELEITO
5,SENADOR,190001605567,36.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,125,ADMINISTRADOR,N,82000.0,18222,BÁRBARA SINEDINO,NAO ELEITO
7,DEPUTADO ESTADUAL,120001614728,58.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,277,DEPUTADO,S,495107.33,31480,CORONEL DAVID,ELEITO POR QP
7,DEPUTADO ESTADUAL,190001596765,39.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,540000.0,21471,TACIMAR HOENDEL,SUPLENTE
6,DEPUTADO FEDERAL,170001618837,48.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,635000.0,3134,THALLES CHERLES,NAO ELEITO
7,DEPUTADO ESTADUAL,120001615765,41.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),3,PARDA,257,EMPRESARIO,N,1051855.29,10618,NINHO,SUPLENTE
6,DEPUTADO FEDERAL,170001613281,70.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,107112.92,10618,NINHO,SUPLENTE
7,DEPUTADO ESTADUAL,270001675927,42.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,258,BOMBEIRO MILITAR,N,722032.96,135,BOMBEIRO HELIO BARBOSA,NAO ELEITO
6,DEPUTADO FEDERAL,120001598325,59.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,131,ADVOGADO,N,115000.0,329,PAULO RICARTE,NAO ELEITO
6,DEPUTADO FEDERAL,60001608900,57.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,143270.4,34584,CARLOS MATOS,SUPLENTE
